State,County,FIPS,SAIDI,SAIFI,Date
Alabama,Autauga,01001,0.0002676056338028169,0.00023198011599005798,2026-01-01
Alabama,Baldwin,01003,0.001298912161065108,0.001298912161065108,2026-01-01
Alabama,Barbour,01005,0.00036436509382401167,0.00036436509382401167,2026-01-01
Alabama,Bibb,01007,0.0005131275121867784,0.0006841700162490379,2026-01-01
Alabama,Blount,01009,0.0007640303759955547,0.0004630487127245786,2026-01-01
Alabama,Bullock,01011,,0.0,2026-01-01
Alabama,Butler,01013,,0.0,2026-01-01
Alabama,Calhoun,01015,0.0007252747252747253,0.00021978021978021978,2026-01-01
Alabama,Chambers,01017,0.0008241061617783788,0.0007607133801031189,2026-01-01
Alabama,Cherokee,01019,,0.0,2026-01-01
Alabama,Chilton,01021,0.007531760435571687,0.0009074684654708249,2026-01-01
Alabama,Choctaw,01023,,0.0,2026-01-01
Alabama,Clarke,01025,0.0009336767546683838,0.001159047005795235,2026-01-01
Alabama,Clay,01027,0.0021350931677018635,0.0012422360248447205,2026-01-01
Alabama,Cleburne,01029,0.0013872074253430185,0.001109765940274415,2026-01-01
Alabama,Coffee,01031,0.0002656042496679947,0.0002656042496679947,2026-01-01
Alabama,Colbert,01033,,,2026-01-01
Alabama,Conecuh,01035,,0.0,2026-01-01
Alabama,Coosa,01037,0.002576766158471119,0.0008589220528237063,2026-01-01
Alabama,Covington,01039,,0.0,2026-01-01
Alabama,Crenshaw,01041,,0.0,2026-01-01
Alabama,Cullman,01043,,0.0,2026-01-01
Alabama,Dale,01045,0.00021483430903915354,0.0004296686180783071,2026-01-01
Alabama,Dallas,01047,0.00464867533322363,0.0037847622181997696,2026-01-01
Alabama,Dekalb,01049,,,2026-01-01
Alabama,Elmore,01051,0.0005726219347884667,0.0008305647840531562,2026-01-01
Alabama,Escambia,01053,0.0011260285838025118,0.0010394110004330879,2026-01-01
Alabama,Etowah,01055,0.0029706579187169673,0.0018589393110989613,2026-01-01
Alabama,Fayette,01057,0.0011252813203300824,0.00037509377344336085,2026-01-01
Alabama,Franklin,01059,0.0010111223458038423,0.0008088978766430738,2026-01-01
Alabama,Geneva,01061,0.0006595435958316845,0.0005276348766653475,2026-01-01
Alabama,Greene,01063,,0.0,2026-01-01
Alabama,Hale,01065,0.0007114399544678429,0.0005691519635742744,2026-01-01
Alabama,Henry,01067,0.00024186721489902045,0.0004837344297980409,2026-01-01
Alabama,Houston,01069,0.00016231131309852296,0.00032462262619704593,2026-01-01
Alabama,Jackson,01071,,,2026-01-01
Alabama,Jefferson,01073,0.0025664650569958156,0.0015331152902698284,2026-01-01
Alabama,Lamar,01075,0.09533648170011806,0.13821892393320964,2026-01-01
Alabama,Lauderdale,01077,,,2026-01-01
Alabama,Lawrence,01079,,0.0,2026-01-01
Alabama,Lee,01081,0.0003379301419306596,0.0001366100573762241,2026-01-01
Alabama,Limestone,01083,,,2026-01-01
Alabama,Lowndes,01085,0.0002810567734682406,0.0011242270938729624,2026-01-01
Alabama,Macon,01087,,0.0,2026-01-01
Alabama,Madison,01089,,,2026-01-01
Alabama,Marengo,01091,0.00011068068622025456,0.00044272274488101824,2026-01-01
Alabama,Marion,01093,0.0011017628205128205,0.0008413461538461539,2026-01-01
Alabama,Marshall,01095,,0.0,2026-01-01
Alabama,Mobile,01097,0.009683724654405012,0.004038810258342557,2026-01-01
Alabama,Monroe,01099,,0.0,2026-01-01
Alabama,Montgomery,01101,0.0011121997060793585,0.0003499055255081128,2026-01-01
Alabama,Morgan,01103,,,2026-01-01
Alabama,Perry,01105,0.0035299003322259138,0.0010382059800664453,2026-01-01
Alabama,Pickens,01107,0.0006106603855884149,0.0003489487917648085,2026-01-01
Alabama,Pike,01109,0.000950168918918919,0.0013724662162162163,2026-01-01
Alabama,Randolph,01111,0.00027917364600781687,0.00027917364600781687,2026-01-01
Alabama,Russell,01113,0.0016281954720659252,0.0011304402436726748,2026-01-01
Alabama,Shelby,01117,0.0009436330545020935,0.0012103606874848704,2026-01-01
Alabama,St. Clair,01115,0.0005932411422960478,0.00024547909336388184,2026-01-01
Alabama,Sumter,01119,,0.0,2026-01-01
Alabama,Talladega,01121,0.0006354137249364587,0.0005368210433849006,2026-01-01
Alabama,Tallapoosa,01123,0.0001374003847210772,0.0001832005129614363,2026-01-01
Alabama,Tuscaloosa,01125,0.00025839679146274667,0.0001501793317903143,2026-01-01
Alabama,Walker,01127,0.005448545775458522,0.0016371217353490395,2026-01-01
Alabama,Washington,01129,0.06118143459915612,0.008438818565400843,2026-01-01
Alabama,Wilcox,01131,0.00018294914013904133,0.0007317965605561653,2026-01-01
Alabama,Winston,01133,0.0006464124111182935,0.00036937852063902485,2026-01-01
Alabama,Autauga,01001,0.012661971830985915,0.009507042253521126,2026-01-02
Alabama,Baldwin,01003,0.0006493506493506494,0.0006493506493506494,2026-01-02
Alabama,Barbour,01005,,0.0,2026-01-02
Alabama,Bibb,01007,0.007932096125887283,0.005900966390147952,2026-01-02
Alabama,Blount,01009,0.0014584233594666337,0.0010185813939132045,2026-01-02
Alabama,Bullock,01011,,0.0,2026-01-02
Alabama,Butler,01013,,0.0,2026-01-02
Alabama,Calhoun,01015,0.0027295743446384304,0.0016966436345095556,2026-01-02
Alabama,Chambers,01017,0.0009296822177146721,0.0010141987829614604,2026-01-02
Alabama,Cherokee,01019,,0.0,2026-01-02
Alabama,Chilton,01021,0.0005141854697235497,0.00044280442804428045,2026-01-02
Alabama,Choctaw,01023,,0.0,2026-01-02
Alabama,Clarke,01025,0.00128783000643915,0.00051513200257566,2026-01-02
Alabama,Clay,01027,,0.0,2026-01-02
Alabama,Cleburne,01029,0.0010088781275221952,0.0008071025020177562,2026-01-02
Alabama,Coffee,01031,,0.0,2026-01-02
Alabama,Colbert,01033,,,2026-01-02
Alabama,Conecuh,01035,,0.0,2026-01-02
Alabama,Coosa,01037,0.006708887934735938,0.0037683708076874764,2026-01-02
Alabama,Covington,01039,,0.0,2026-01-02
Alabama,Crenshaw,01041,0.0002046245140167792,0.0004092490280335584,2026-01-02
Alabama,Cullman,01043,,0.0,2026-01-02
Alabama,Dale,01045,0.0005772741918161315,0.000214799699280421,2026-01-02
Alabama,Dallas,01047,0.002139213427678131,0.0030168394492896713,2026-01-02
Alabama,Dekalb,01049,,,2026-01-02
Alabama,Elmore,01051,0.002534523408555069,0.0024840850146518913,2026-01-02
Alabama,Escambia,01053,,0.0,2026-01-02
Alabama,Etowah,01055,0.012250346235148334,0.003599023252423646,2026-01-02
Alabama,Fayette,01057,9.376465072667604e-05,0.00037505860290670416,2026-01-02
Alabama,Franklin,01059,0.011880687563195146,0.00788675429726997,2026-01-02
Alabama,Geneva,01061,0.0017805328409390662,0.002374043787918755,2026-01-02
Alabama,Greene,01063,0.0007754943776657619,0.0015509887553315238,2026-01-02
Alabama,Hale,01065,,0.0,2026-01-02
Alabama,Henry,01067,0.002568907156673114,0.0010275628626692456,2026-01-02
Alabama,Houston,01069,0.00024332873712385432,0.0003244383161651391,2026-01-02
Alabama,Jackson,01071,,,2026-01-02
Alabama,Jefferson,01073,0.0015338022665103556,0.0011813508882676526,2026-01-02
Alabama,Lamar,01075,0.00880716934487021,0.0006180469715698393,2026-01-02
Alabama,Lauderdale,01077,,,2026-01-02
Alabama,Lawrence,01079,,0.0,2026-01-02
Alabama,Lee,01081,0.0001725327812284334,0.00011502185415228893,2026-01-02
Alabama,Limestone,01083,,,2026-01-02
Alabama,Lowndes,01085,0.0016863406408094434,0.0011242270938729624,2026-01-02
Alabama,Macon,01087,,0.0,2026-01-02
Alabama,Madison,01089,,,2026-01-02
Alabama,Marengo,01091,0.001687693669765383,0.0018813634351482957,2026-01-02
Alabama,Marion,01093,0.029607371794871794,0.020713141025641025,2026-01-02
Alabama,Marshall,01095,0.00025319019647559245,0.0006750371270419874,2026-01-02
Alabama,Mobile,01097,0.0011680482290881689,0.0008218726450640542,2026-01-02
Alabama,Monroe,01099,0.0013444474321054048,0.0005377789728421619,2026-01-02
Alabama,Montgomery,01101,0.0006098292478106131,0.0001199664094053665,2026-01-02
Alabama,Morgan,01103,,,2026-01-02
Alabama,Perry,01105,0.006902636495744239,0.008926717874195557,2026-01-02
Alabama,Pickens,01107,0.0013083296990841692,0.00034888791975577847,2026-01-02
Alabama,Pike,01109,0.0022698479729729728,0.004011824324324324,2026-01-02
Alabama,Randolph,01111,0.003751134063786726,0.0018842905994835648,2026-01-02
Alabama,Russell,01113,0.0003654970760233918,0.0002826011869249851,2026-01-02
Alabama,Shelby,01117,0.001499327655759749,0.0007395786642761093,2026-01-02
Alabama,St. Clair,01115,0.0010636339462864856,0.00037840823089038434,2026-01-02
Alabama,Sumter,01119,0.0008982035928143712,0.0005988023952095808,2026-01-02
Alabama,Talladega,01121,0.010977762089657606,0.020278856336039534,2026-01-02
Alabama,Tallapoosa,01123,0.0009616705591427394,0.000549526033795851,2026-01-02
